NOMBRE DPTO;COD_MPIO;NOMBRE MPIO;SEXOS;Rango Edad;Personas
Cundinamarca;25297;Gachetá;MUJERES;45-49;264
Cundinamarca;25297;Gachetá;MUJERES;50-54;254
Cundinamarca;25297;Gachetá;MUJERES;55-59;231
Cundinamarca;25297;Gachetá;MUJERES;60-64;190
Cundinamarca;25297;Gachetá;MUJERES;65-69;145
Cundinamarca;25297;Gachetá;MUJERES;70-74;106
Cundinamarca;25297;Gachetá;MUJERES;75-79;72
Cundinamarca;25297;Gachetá;MUJERES;80-84;45
Cundinamarca;25297;Gachetá;MUJERES;85-89;26
Cundinamarca;25297;Gachetá;MUJERES;90-94;14
Cundinamarca;25297;Gachetá;MUJERES;95-99;6
Cundinamarca;25297;Gachetá;MUJERES;100 AÑOS Y MÁS;2
Cundinamarca;25299;Gama;MUJERES;00-04;116
Cundinamarca;25299;Gama;MUJERES;05-09;114
Cundinamarca;25299;Gama;MUJERES;10-14;116
Cundinamarca;25299;Gama;MUJERES;15-19;123
Cundinamarca;25299;Gama;MUJERES;20-24;130
Cundinamarca;25299;Gama;MUJERES;25-29;130
Cundinamarca;25299;Gama;MUJERES;30-34;124
Cundinamarca;25299;Gama;MUJERES;35-39;120
Cundinamarca;25299;Gama;MUJERES;40-44;107
Cundinamarca;25299;Gama;MUJERES;45-49;97
Cundinamarca;25299;Gama;MUJERES;50-54;93
Cundinamarca;25299;Gama;MUJERES;55-59;84
Cundinamarca;25299;Gama;MUJERES;60-64;70
Cundinamarca;25299;Gama;MUJERES;65-69;53
Cundinamarca;25299;Gama;MUJERES;70-74;39
Cundinamarca;25299;Gama;MUJERES;75-79;26
Cundinamarca;25299;Gama;MUJERES;80-84;16
Cundinamarca;25299;Gama;MUJERES;85-89;10
Cundinamarca;25299;Gama;MUJERES;90-94;5
Cundinamarca;25299;Gama;MUJERES;95-99;2
Cundinamarca;25299;Gama;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25307;Girardot;MUJERES;00-04;4102
Cundinamarca;25307;Girardot;MUJERES;05-09;4079
Cundinamarca;25307;Girardot;MUJERES;10-14;4139
Cundinamarca;25307;Girardot;MUJERES;15-19;4407
Cundinamarca;25307;Girardot;MUJERES;20-24;4665
Cundinamarca;25307;Girardot;MUJERES;25-29;4651
Cundinamarca;25307;Girardot;MUJERES;30-34;4448
Cundinamarca;25307;Girardot;MUJERES;35-39;4294
Cundinamarca;25307;Girardot;MUJERES;40-44;3842
Cundinamarca;25307;Girardot;MUJERES;45-49;3463
Cundinamarca;25307;Girardot;MUJERES;50-54;3327
Cundinamarca;25307;Girardot;MUJERES;55-59;3022
Cundinamarca;25307;Girardot;MUJERES;60-64;2488
Cundinamarca;25307;Girardot;MUJERES;65-69;1903
Cundinamarca;25307;Girardot;MUJERES;70-74;1389
Cundinamarca;25307;Girardot;MUJERES;75-79;946
Cundinamarca;25307;Girardot;MUJERES;80-84;590
Cundinamarca;25307;Girardot;MUJERES;85-89;345
Cundinamarca;25307;Girardot;MUJERES;90-94;182
Cundinamarca;25307;Girardot;MUJERES;95-99;80
Cundinamarca;25307;Girardot;MUJERES;100 AÑOS Y MÁS;25
Cundinamarca;25312;Granada;MUJERES;00-04;291
Cundinamarca;25312;Granada;MUJERES;05-09;288
Cundinamarca;25312;Granada;MUJERES;10-14;292
Cundinamarca;25312;Granada;MUJERES;15-19;311
Cundinamarca;25312;Granada;MUJERES;20-24;329
Cundinamarca;25312;Granada;MUJERES;25-29;328
Cundinamarca;25312;Granada;MUJERES;30-34;314
Cundinamarca;25312;Granada;MUJERES;35-39;303
Cundinamarca;25312;Granada;MUJERES;40-44;271
Cundinamarca;25312;Granada;MUJERES;45-49;244
Cundinamarca;25312;Granada;MUJERES;50-54;235
Cundinamarca;25312;Granada;MUJERES;55-59;213
Cundinamarca;25312;Granada;MUJERES;60-64;176
Cundinamarca;25312;Granada;MUJERES;65-69;134
Cundinamarca;25312;Granada;MUJERES;70-74;98
Cundinamarca;25312;Granada;MUJERES;75-79;67
Cundinamarca;25312;Granada;MUJERES;80-84;42
Cundinamarca;25312;Granada;MUJERES;85-89;24
Cundinamarca;25312;Granada;MUJERES;90-94;13
Cundinamarca;25312;Granada;MUJERES;95-99;6
Cundinamarca;25312;Granada;MUJERES;100 AÑOS Y MÁS;2
Cundinamarca;25317;Guachetá;MUJERES;00-04;512
Cundinamarca;25317;Guachetá;MUJERES;05-09;506
Cundinamarca;25317;Guachetá;MUJERES;10-14;514
Cundinamarca;25317;Guachetá;MUJERES;15-19;547
Cundinamarca;25317;Guachetá;MUJERES;20-24;579
Cundinamarca;25317;Guachetá;MUJERES;25-29;578
Cundinamarca;25317;Guachetá;MUJERES;30-34;552
Cundinamarca;25317;Guachetá;MUJERES;35-39;533
Cundinamarca;25317;Guachetá;MUJERES;40-44;477
Cundinamarca;25317;Guachetá;MUJERES;45-49;430
Cundinamarca;25317;Guachetá;MUJERES;50-54;413
Cundinamarca;25317;Guachetá;MUJERES;55-59;375
Cundinamarca;25317;Guachetá;MUJERES;60-64;309
Cundinamarca;25317;Guachetá;MUJERES;65-69;236
Cundinamarca;25317;Guachetá;MUJERES;70-74;172
Cundinamarca;25317;Guachetá;MUJERES;75-79;117
Cundinamarca;25317;Guachetá;MUJERES;80-84;73
Cundinamarca;25317;Guachetá;MUJERES;85-89;43
Cundinamarca;25317;Guachetá;MUJERES;90-94;23
Cundinamarca;25317;Guachetá;MUJERES;95-99;10
Cundinamarca;25317;Guachetá;MUJERES;100 AÑOS Y MÁS;3
Cundinamarca;25320;Guaduas;MUJERES;00-04;1085
Cundinamarca;25320;Guaduas;MUJERES;05-09;1078
Cundinamarca;25320;Guaduas;MUJERES;10-14;1094
Cundinamarca;25320;Guaduas;MUJERES;15-19;1165
Cundinamarca;25320;Guaduas;MUJERES;20-24;1233
Cundinamarca;25320;Guaduas;MUJERES;25-29;1230
Cundinamarca;25320;Guaduas;MUJERES;30-34;1176
Cundinamarca;25320;Guaduas;MUJERES;35-39;1135
Cundinamarca;25320;Guaduas;MUJERES;40-44;1016
Cundinamarca;25320;Guaduas;MUJERES;45-49;916
Cundinamarca;25320;Guaduas;MUJERES;50-54;880
Cundinamarca;25320;Guaduas;MUJERES;55-59;799
Cundinamarca;25320;Guaduas;MUJERES;60-64;658
Cundinamarca;25320;Guaduas;MUJERES;65-69;503
Cundinamarca;25320;Guaduas;MUJERES;70-74;367
Cundinamarca;25320;Guaduas;MUJERES;75-79;250
Cundinamarca;25320;Guaduas;MUJERES;80-84;156
Cundinamarca;25320;Guaduas;MUJERES;85-89;91
Cundinamarca;25320;Guaduas;MUJERES;90-94;48
Cundinamarca;25320;Guaduas;MUJERES;95-99;21
Cundinamarca;25320;Guaduas;MUJERES;100 AÑOS Y MÁS;7
Cundinamarca;25322;Guasca;MUJERES;00-04;613
Cundinamarca;25322;Guasca;MUJERES;05-09;613
Cundinamarca;25322;Guasca;MUJERES;10-14;622
Cundinamarca;25322;Guasca;MUJERES;15-19;662
Cundinamarca;25322;Guasca;MUJERES;20-24;701
Cundinamarca;25322;Guasca;MUJERES;25-29;698
Cundinamarca;25322;Guasca;MUJERES;30-34;668
Cundinamarca;25322;Guasca;MUJERES;35-39;645
Cundinamarca;25322;Guasca;MUJERES;40-44;577
Cundinamarca;25322;Guasca;MUJERES;45-49;520
Cundinamarca;25322;Guasca;MUJERES;50-54;500
Cundinamarca;25322;Guasca;MUJERES;55-59;454
Cundinamarca;25322;Guasca;MUJERES;60-64;374
Cundinamarca;25322;Guasca;MUJERES;65-69;286
Cundinamarca;25322;Guasca;MUJERES;70-74;209
Cundinamarca;25322;Guasca;MUJERES;75-79;142
Cundinamarca;25322;Guasca;MUJERES;80-84;89
Cundinamarca;25322;Guasca;MUJERES;85-89;52
Cundinamarca;25322;Guasca;MUJERES;90-94;27
Cundinamarca;25322;Guasca;MUJERES;95-99;12
Cundinamarca;25322;Guasca;MUJERES;100 AÑOS Y MÁS;4
Cundinamarca;25324;Guataquí;MUJERES;00-04;97
Cundinamarca;25324;Guataquí;MUJERES;05-09;97
Cundinamarca;25324;Guataquí;MUJERES;10-14;98
Cundinamarca;25324;Guataquí;MUJERES;15-19;104
Cundinamarca;25324;Guataquí;MUJERES;20-24;110
Cundinamarca;25324;Guataquí;MUJERES;25-29;110
Cundinamarca;25324;Guataquí;MUJERES;30-34;105
Cundinamarca;25324;Guataquí;MUJERES;35-39;102
Cundinamarca;25324;Guataquí;MUJERES;40-44;91
Cundinamarca;25324;Guataquí;MUJERES;45-49;82
Cundinamarca;25324;Guataquí;MUJERES;50-54;79
Cundinamarca;25324;Guataquí;MUJERES;55-59;72
Cundinamarca;25324;Guataquí;MUJERES;60-64;59
Cundinamarca;25324;Guataquí;MUJERES;65-69;45
Cundinamarca;25324;Guataquí;MUJERES;70-74;33
Cundinamarca;25324;Guataquí;MUJERES;75-79;22
Cundinamarca;25324;Guataquí;MUJERES;80-84;14
Cundinamarca;25324;Guataquí;MUJERES;85-89;8
Cundinamarca;25324;Guataquí;MUJERES;90-94;4
Cundinamarca;25324;Guataquí;MUJERES;95-99;2
Cundinamarca;25324;Guataquí;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25326;Guatavita;MUJERES;00-04;246
Cundinamarca;25326;Guatavita;MUJERES;05-09;245
Cundinamarca;25326;Guatavita;MUJERES;10-14;248
Cundinamarca;25326;Guatavita;MUJERES;15-19;265
Cundinamarca;25326;Guatavita;MUJERES;20-24;280
Cundinamarca;25326;Guatavita;MUJERES;25-29;279
Cundinamarca;25326;Guatavita;MUJERES;30-34;267
Cundinamarca;25326;Guatavita;MUJERES;35-39;258
Cundinamarca;25326;Guatavita;MUJERES;40-44;231
Cundinamarca;25326;Guatavita;MUJERES;45-49;208
Cundinamarca;25326;Guatavita;MUJERES;50-54;200
Cundinamarca;25326;Guatavita;MUJERES;55-59;181
Cundinamarca;25326;Guatavita;MUJERES;60-64;149
Cundinamarca;25326;Guatavita;MUJERES;65-69;114
Cundinamarca;25326;Guatavita;MUJERES;70-74;83
Cundinamarca;25326;Guatavita;MUJERES;75-79;57
Cundinamarca;25326;Guatavita;MUJERES;80-84;35
Cundinamarca;25326;Guatavita;MUJERES;85-89;21
Cundinamarca;25326;Guatavita;MUJERES;90-94;11
Cundinamarca;25326;Guatavita;MUJERES;95-99;5
Cundinamarca;25326;Guatavita;MUJERES;100 AÑOS Y MÁS;2
Cundinamarca;25328;Guayabal de Siquima;MUJERES;00-04;171
Cundinamarca;25328;Guayabal de Siquima;MUJERES;05-09;169
Cundinamarca;25328;Guayabal de Siquima;MUJERES;10-14;172
Cundinamarca;25328;Guayabal de Siquima;MUJERES;15-19;183
Cundinamarca;25328;Guayabal de Siquima;MUJERES;20-24;194
Cundinamarca;25328;Guayabal de Siquima;MUJERES;25-29;193
Cundinamarca;25328;Guayabal de Siquima;MUJERES;30-34;185
Cundinamarca;25328;Guayabal de Siquima;MUJERES;35-39;178
Cundinamarca;25328;Guayabal de Siquima;MUJERES;40-44;159
Cundinamarca;25328;Guayabal de Siquima;MUJERES;45-49;144
Cundinamarca;25328;Guayabal de Siquima;MUJERES;50-54;138
Cundinamarca;25328;Guayabal de Siquima;MUJERES;55-59;125
Cundinamarca;25328;Guayabal de Siquima;MUJERES;60-64;103
Cundinamarca;25328;Guayabal de Siquima;MUJERES;65-69;79
Cundinamarca;25328;Guayabal de Siquima;MUJERES;70-74;58
Cundinamarca;25328;Guayabal de Siquima;MUJERES;75-79;39
Cundinamarca;25328;Guayabal de Siquima;MUJERES;80-84;25
Cundinamarca;25328;Guayabal de Siquima;MUJERES;85-89;14
Cundinamarca;25328;Guayabal de Siquima;MUJERES;90-94;8
Cundinamarca;25328;Guayabal de Siquima;MUJERES;95-99;3
Cundinamarca;25328;Guayabal de Siquima;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25335;Guayabetal;MUJERES;00-04;237
Cundinamarca;25335;Guayabetal;MUJERES;05-09;235
Cundinamarca;25335;Guayabetal;MUJERES;10-14;239
Cundinamarca;25335;Guayabetal;MUJERES;15-19;254
Cundinamarca;25335;Guayabetal;MUJERES;20-24;269
Cundinamarca;25335;Guayabetal;MUJERES;25-29;268
Cundinamarca;25335;Guayabetal;MUJERES;30-34;257
Cundinamarca;25335;Guayabetal;MUJERES;35-39;248
Cundinamarca;25335;Guayabetal;MUJERES;40-44;222
Cundinamarca;25335;Guayabetal;MUJERES;45-49;200
Cundinamarca;25335;Guayabetal;MUJERES;50-54;192
Cundinamarca;25335;Guayabetal;MUJERES;55-59;174
Cundinamarca;25335;Guayabetal;MUJERES;60-64;144
Cundinamarca;25335;Guayabetal;MUJERES;65-69;110
Cundinamarca;25335;Guayabetal;MUJERES;70-74;80
Cundinamarca;25335;Guayabetal;MUJERES;75-79;55
Cundinamarca;25335;Guayabetal;MUJERES;80-84;34
Cundinamarca;25335;Guayabetal;MUJERES;85-89;20
Cundinamarca;25335;Guayabetal;MUJERES;90-94;10
Cundinamarca;25335;Guayabetal;MUJERES;95-99;5
Cundinamarca;25335;Guayabetal;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25339;Gutiérrez;MUJERES;00-04;123
Cundinamarca;25339;Gutiérrez;MUJERES;05-09;120
Cundinamarca;25339;Gutiérrez;MUJERES;10-14;122
Cundinamarca;25339;Gutiérrez;MUJERES;15-19;130
Cundinamarca;25339;Gutiérrez;MUJERES;20-24;138
Cundinamarca;25339;Gutiérrez;MUJERES;25-29;137
Cundinamarca;25339;Gutiérrez;MUJERES;30-34;131
Cundinamarca;25339;Gutiérrez;MUJERES;35-39;127
Cundinamarca;25339;Gutiérrez;MUJERES;40-44;113
Cundinamarca;25339;Gutiérrez;MUJERES;45-49;102
Cundinamarca;25339;Gutiérrez;MUJERES;50-54;98
Cundinamarca;25339;Gutiérrez;MUJERES;55-59;89
Cundinamarca;25339;Gutiérrez;MUJERES;60-64;73
Cundinamarca;25339;Gutiérrez;MUJERES;65-69;56
Cundinamarca;25339;Gutiérrez;MUJERES;70-74;41
Cundinamarca;25339;Gutiérrez;MUJERES;75-79;28
Cundinamarca;25339;Gutiérrez;MUJERES;80-84;17
Cundinamarca;25339;Gutiérrez;MUJERES;85-89;10
Cundinamarca;25339;Gutiérrez;MUJERES;90-94;5
Cundinamarca;25339;Gutiérrez;MUJERES;95-99;2
Cundinamarca;25339;Gutiérrez;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25368;Jerusalén;MUJERES;00-04;79
Cundinamarca;25368;Jerusalén;MUJERES;05-09;77
Cundinamarca;25368;Jerusalén;MUJERES;10-14;78
Cundinamarca;25368;Jerusalén;MUJERES;15-19;83
Cundinamarca;25368;Jerusalén;MUJERES;20-24;88
Cundinamarca;25368;Jerusalén;MUJERES;25-29;88
Cundinamarca;25368;Jerusalén;MUJERES;30-34;84
Cundinamarca;25368;Jerusalén;MUJERES;35-39;81
Cundinamarca;25368;Jerusalén;MUJERES;40-44;73
Cundinamarca;25368;Jerusalén;MUJERES;45-49;65
Cundinamarca;25368;Jerusalén;MUJERES;50-54;63
Cundinamarca;25368;Jerusalén;MUJERES;55-59;57
Cundinamarca;25368;Jerusalén;MUJERES;60-64;47
Cundinamarca;25368;Jerusalén;MUJERES;65-69;36
Cundinamarca;25368;Jerusalén;MUJERES;70-74;26
Cundinamarca;25368;Jerusalén;MUJERES;75-79;18
Cundinamarca;25368;Jerusalén;MUJERES;80-84;11
Cundinamarca;25368;Jerusalén;MUJERES;85-89;7
Cundinamarca;25368;Jerusalén;MUJERES;90-94;3
Cundinamarca;25368;Jerusalén;MUJERES;95-99;2
Cundinamarca;25368;Jerusalén;MUJERES;100 AÑOS Y MÁS;0
Cundinamarca;25372;Junín;MUJERES;00-04;227
Cundinamarca;25372;Junín;MUJERES;05-09;225
Cundinamarca;25372;Junín;MUJERES;10-14;229
Cundinamarca;25372;Junín;MUJERES;15-19;243
Cundinamarca;25372;Junín;MUJERES;20-24;258
Cundinamarca;25372;Junín;MUJERES;25-29;257
Cundinamarca;25372;Junín;MUJERES;30-34;246
Cundinamarca;25372;Junín;MUJERES;35-39;237
Cundinamarca;25372;Junín;MUJERES;40-44;212
Cundinamarca;25372;Junín;MUJERES;45-49;191
Cundinamarca;25372;Junín;MUJERES;50-54;184
Cundinamarca;25372;Junín;MUJERES;55-59;167
Cundinamarca;25372;Junín;MUJERES;60-64;137
Cundinamarca;25372;Junín;MUJERES;65-69;105
Cundinamarca;25372;Junín;MUJERES;70-74;77
Cundinamarca;25372;Junín;MUJERES;75-79;52
Cundinamarca;25372;Junín;MUJERES;80-84;33
Cundinamarca;25372;Junín;MUJERES;85-89;19
Cundinamarca;25372;Junín;MUJERES;90-94;10
Cundinamarca;25372;Junín;MUJERES;95-99;4
Cundinamarca;25372;Junín;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25377;La Calera;MUJERES;00-04;1217
Cundinamarca;25377;La Calera;MUJERES;05-09;1209
Cundinamarca;25377;La Calera;MUJERES;10-14;1227
Cundinamarca;25377;La Calera;MUJERES;15-19;1306
Cundinamarca;25377;La Calera;MUJERES;20-24;1383
Cundinamarca;25377;La Calera;MUJERES;25-29;1379
Cundinamarca;25377;La Calera;MUJERES;30-34;1318
Cundinamarca;25377;La Calera;MUJERES;35-39;1273
Cundinamarca;25377;La Calera;MUJERES;40-44;1139
Cundinamarca;25377;La Calera;MUJERES;45-49;1026
Cundinamarca;25377;La Calera;MUJERES;50-54;986
Cundinamarca;25377;La Calera;MUJERES;55-59;896
Cundinamarca;25377;La Calera;MUJERES;60-64;737
Cundinamarca;25377;La Calera;MUJERES;65-69;564
Cundinamarca;25377;La Calera;MUJERES;70-74;412
Cundinamarca;25377;La Calera;MUJERES;75-79;280
Cundinamarca;25377;La Calera;MUJERES;80-84;175
Cundinamarca;25377;La Calera;MUJERES;85-89;102
Cundinamarca;25377;La Calera;MUJERES;90-94;54
Cundinamarca;25377;La Calera;MUJERES;95-99;24
Cundinamarca;25377;La Calera;MUJERES;100 AÑOS Y MÁS;7
Cundinamarca;25386;La Mesa;MUJERES;00-04;1308
Cundinamarca;25386;La Mesa;MUJERES;05-09;1299
Cundinamarca;25386;La Mesa;MUJERES;10-14;1318
Cundinamarca;25386;La Mesa;MUJERES;15-19;1403
Cundinamarca;25386;La Mesa;MUJERES;20-24;1485
Cundinamarca;25386;La Mesa;MUJERES;25-29;1481
Cundinamarca;25386;La Mesa;MUJERES;30-34;1416
Cundinamarca;25386;La Mesa;MUJERES;35-39;1367
Cundinamarca;25386;La Mesa;MUJERES;40-44;1223
Cundinamarca;25386;La Mesa;MUJERES;45-49;1103
Cundinamarca;25386;La Mesa;MUJERES;50-54;1059
Cundinamarca;25386;La Mesa;MUJERES;55-59;962
Cundinamarca;25386;La Mesa;MUJERES;60-64;792
Cundinamarca;25386;La Mesa;MUJERES;65-69;606
Cundinamarca;25386;La Mesa;MUJERES;70-74;442
Cundinamarca;25386;La Mesa;MUJERES;75-79;301
Cundinamarca;25386;La Mesa;MUJERES;80-84;188
Cundinamarca;25386;La Mesa;MUJERES;85-89;110
Cundinamarca;25386;La Mesa;MUJERES;90-94;58
Cundinamarca;25386;La Mesa;MUJERES;95-99;25
Cundinamarca;25386;La Mesa;MUJERES;100 AÑOS Y MÁS;8
Cundinamarca;25394;La Palma;MUJERES;00-04;346
Cundinamarca;25394;La Palma;MUJERES;05-09;342
Cundinamarca;25394;La Palma;MUJERES;10-14;347
Cundinamarca;25394;La Palma;MUJERES;15-19;370
Cundinamarca;25394;La Palma;MUJERES;20-24;391
Cundinamarca;25394;La Palma;MUJERES;25-29;390
Cundinamarca;25394;La Palma;MUJERES;30-34;373
Cundinamarca;25394;La Palma;MUJERES;35-39;360
Cundinamarca;25394;La Palma;MUJERES;40-44;322
Cundinamarca;25394;La Palma;MUJERES;45-49;290
Cundinamarca;25394;La Palma;MUJERES;50-54;279
Cundinamarca;25394;La Palma;MUJERES;55-59;253
Cundinamarca;25394;La Palma;MUJERES;60-64;209
Cundinamarca;25394;La Palma;MUJERES;65-69;160
Cundinamarca;25394;La Palma;MUJERES;70-74;116
Cundinamarca;25394;La Palma;MUJERES;75-79;79
Cundinamarca;25394;La Palma;MUJERES;80-84;49
Cundinamarca;25394;La Palma;MUJERES;85-89;29
Cundinamarca;25394;La Palma;MUJERES;90-94;15
Cundinamarca;25394;La Palma;MUJERES;95-99;7
Cundinamarca;25394;La Palma;MUJERES;100 AÑOS Y MÁS;2
Cundinamarca;25398;La Peña;MUJERES;00-04;200
Cundinamarca;25398;La Peña;MUJERES;05-09;198
Cundinamarca;25398;La Peña;MUJERES;10-14;201
Cundinamarca;25398;La Peña;MUJERES;15-19;214
Cundinamarca;25398;La Peña;MUJERES;20-24;226
Cundinamarca;25398;La Peña;MUJERES;25-29;226
Cundinamarca;25398;La Peña;MUJERES;30-34;216
Cundinamarca;25398;La Peña;MUJERES;35-39;208
Cundinamarca;25398;La Peña;MUJERES;40-44;186
Cundinamarca;25398;La Peña;MUJERES;45-49;168
Cundinamarca;25398;La Peña;MUJERES;50-54;161
Cundinamarca;25398;La Peña;MUJERES;55-59;147
Cundinamarca;25398;La Peña;MUJERES;60-64;121
Cundinamarca;25398;La Peña;MUJERES;65-69;92
Cundinamarca;25398;La Peña;MUJERES;70-74;67
Cundinamarca;25398;La Peña;MUJERES;75-79;46
Cundinamarca;25398;La Peña;MUJERES;80-84;29
Cundinamarca;25398;La Peña;MUJERES;85-89;17
Cundinamarca;25398;La Peña;MUJERES;90-94;9
Cundinamarca;25398;La Peña;MUJERES;95-99;4
Cundinamarca;25398;La Peña;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25402;La Vega;MUJERES;00-04;686
Cundinamarca;25402;La Vega;MUJERES;05-09;679
Cundinamarca;25402;La Vega;MUJERES;10-14;689
Cundinamarca;25402;La Vega;MUJERES;15-19;734
Cundinamarca;25402;La Vega;MUJERES;20-24;777
Cundinamarca;25402;La Vega;MUJERES;25-29;775
Cundinamarca;25402;La Vega;MUJERES;30-34;741
Cundinamarca;25402;La Vega;MUJERES;35-39;715
Cundinamarca;25402;La Vega;MUJERES;40-44;640
Cundinamarca;25402;La Vega;MUJERES;45-49;577
Cundinamarca;25402;La Vega;MUJERES;50-54;554
Cundinamarca;25402;La Vega;MUJERES;55-59;503
Cundinamarca;25402;La Vega;MUJERES;60-64;414
Cundinamarca;25402;La Vega;MUJERES;65-69;317
Cundinamarca;25402;La Vega;MUJERES;70-74;231
Cundinamarca;25402;La Vega;MUJERES;75-79;158
Cundinamarca;25402;La Vega;MUJERES;80-84;98
Cundinamarca;25402;La Vega;MUJERES;85-89;58
Cundinamarca;25402;La Vega;MUJERES;90-94;30
Cundinamarca;25402;La Vega;MUJERES;95-99;13
Cundinamarca;25402;La Vega;MUJERES;100 AÑOS Y MÁS;4
Cundinamarca;25407;Lenguazaque;MUJERES;00-04;378
Cundinamarca;25407;Lenguazaque;MUJERES;05-09;378
Cundinamarca;25407;Lenguazaque;MUJERES;10-14;383
Cundinamarca;25407;Lenguazaque;MUJERES;15-19;408
Cundinamarca;25407;Lenguazaque;MUJERES;20-24;432
Cundinamarca;25407;Lenguazaque;MUJERES;25-29;431
Cundinamarca;25407;Lenguazaque;MUJERES;30-34;412
Cundinamarca;25407;Lenguazaque;MUJERES;35-39;398
Cundinamarca;25407;Lenguazaque;MUJERES;40-44;356
Cundinamarca;25407;Lenguazaque;MUJERES;45-49;321
Cundinamarca;25407;Lenguazaque;MUJERES;50-54;308
Cundinamarca;25407;Lenguazaque;MUJERES;55-59;280
Cundinamarca;25407;Lenguazaque;MUJERES;60-64;230
Cundinamarca;25407;Lenguazaque;MUJERES;65-69;176
Cundinamarca;25407;Lenguazaque;MUJERES;70-74;129
Cundinamarca;25407;Lenguazaque;MUJERES;75-79;88
Cundinamarca;25407;Lenguazaque;MUJERES;80-84;55
Cundinamarca;25407;Lenguazaque;MUJERES;85-89;32
Cundinamarca;25407;Lenguazaque;MUJERES;90-94;17
Cundinamarca;25407;Lenguazaque;MUJERES;95-99;7
Cundinamarca;25407;Lenguazaque;MUJERES;100 AÑOS Y MÁS;2
Cundinamarca;25426;Macheta;MUJERES;00-04;222
Cundinamarca;25426;Macheta;MUJERES;05-09;220
Cundinamarca;25426;Macheta;MUJERES;10-14;224
Cundinamarca;25426;Macheta;MUJERES;15-19;238
Cundinamarca;25426;Macheta;MUJERES;20-24;252
Cundinamarca;25426;Macheta;MUJERES;25-29;251
Cundinamarca;25426;Macheta;MUJERES;30-34;240
Cundinamarca;25426;Macheta;MUJERES;35-39;232
Cundinamarca;25426;Macheta;MUJERES;40-44;208
Cundinamarca;25426;Macheta;MUJERES;45-49;187
Cundinamarca;25426;Macheta;MUJERES;50-54;180
Cundinamarca;25426;Macheta;MUJERES;55-59;163
Cundinamarca;25426;Macheta;MUJERES;60-64;134
Cundinamarca;25426;Macheta;MUJERES;65-69;103
Cundinamarca;25426;Macheta;MUJERES;70-74;75
Cundinamarca;25426;Macheta;MUJERES;75-79;51
Cundinamarca;25426;Macheta;MUJERES;80-84;32
Cundinamarca;25426;Macheta;MUJERES;85-89;19
Cundinamarca;25426;Macheta;MUJERES;90-94;10
Cundinamarca;25426;Macheta;MUJERES;95-99;4
Cundinamarca;25426;Macheta;MUJERES;100 AÑOS Y MÁS;1
Cundinamarca;25430;Madrid;MUJERES;00-04;4700
Cundinamarca;25430;Madrid;MUJERES;05-09;4672
Cundinamarca;25430;Madrid;MUJERES;10-14;4741
Cundinamarca;25430;Madrid;MUJERES;15-19;5048
Cundinamarca;25430;Madrid;MUJERES;20-24;5343
Cundinamarca;25430;Madrid;MUJERES;25-29;5327
Cundinamarca;25430;Madrid;MUJERES;30-34;5095
Cundinamarca;25430;Madrid;MUJERES;35-39;4918
Cundinamarca;25430;Madrid;MUJERES;40-44;4400
Cundinamarca;25430;Madrid;MUJERES;45-49;3966
Cundinamarca;25430;Madrid;MUJERES;50-54;3811
Cundinamarca;25430;Madrid;MUJERES;55-59;3462
Cundinamarca;25430;Madrid;MUJERES;60-64;2849
Cundinamarca;25430;Madrid;MUJERES;65-69;2179
Cundinamarca;25430;Madrid;MUJERES;70-74;1591
Cundinamarca;25430;Madrid;MUJERES;75-79;1083
Cundinamarca;25430;Madrid;MUJERES;80-84;676
Cundinamarca;25430;Madrid;MUJERES;85-89;396
Cundinamarca;25430;Madrid;MUJERES;90-94;208
Cundinamarca;25430;Madrid;MUJERES;95-99;92
Cundinamarca;25430;Madrid;MUJERES;100 AÑOS Y MÁS;29
Cundinamarca;25436;Manta;MUJERES;00-04;140
Cundinamarca;25436;Manta;MUJERES;05-09;138
Cundinamarca;25436;Manta;MUJERES;10-14;140
Cundinamarca;25436;Manta;MUJERES;15-19;149
Cundinamarca;25436;Manta;MUJERES;20-24;158
Cundinamarca;25436;Manta;MUJERES;25-29;158
Cundinamarca;25436;Manta;MUJERES;30-34;151
Cundinamarca;25436;Manta;MUJERES;35-39;146
Cundinamarca;25436;Manta;MUJERES;40-44;130
Cundinamarca;25436;Manta;MUJERES;45-49;117
Cundinamarca;25436;Manta;MUJERES;50-54;113
Cundinamarca;25436;Manta;MUJERES;55-59;102
Cundinamarca;25436;Manta;MUJERES;60-64;84
Cundinamarca;25436;Manta;MUJERES;65-69;64
Cundinamarca;25436;Manta;MUJERES;70-74;47
Cundinamarca;25436;Manta;MUJERES;75-79;32
Cundinamarca;25436;Manta;MUJERES;80-84;20
Cundinamarca;25436;Manta;MUJERES;85-89;12
Cundinamarca;25436;Manta;MUJERES;90-94;6
Cundinamarca;25436;Manta;MUJERES;95-99;3
Cundinamarca;25436;Manta;MUJERES;100 AÑOS Y MÁS;1
